time,open,high,low,close
1753284600.004,44980,44993,44980,44993
1753284600.005,44993,45006,44993,45006
1753284600.006,45006,45019,45006,45019
1753284600.007,45019,45032,45019,45032
1753284600.008,45032,45045,45032,45045
1753284600.009,45045,45058,45045,45058
1753284600.01,45058,45071,45058,45071
1753284600.011,45071,45084,45071,45084
1753288200,45084,45097,45084,45097
1753291800,45097,45110,45097,45110
1753291800.001,45110,45123,45110,45123
1753291800.002,45123,45136,45123,45136
1753291800.003,45136,45149,45136,45149
1753295400,45149,45162,45149,45162
1753363800,45149,45166,45136,45136
1753363800.001,45136,45136,45123,45123
1753363800.002,45123,45123,45110,45110
1753363800.003,45110,45110,45097,45097
1753363800.004,45097,45097,45084,45084
1753363800.005,45084,45084,45071,45071
1753363800.006,45071,45071,45058,45058
1753363800.007,45058,45058,45045,45045
1753363800.008,45045,45045,45032,45032
1753363800.009,45032,45032,45019,45019
1753367400,45032,45045,45032,45045
1753371000,45032,45032,45019,45019
1753371000.001,45019,45019,45006,45006
1753371000.002,45006,45006,44993,44993
1753371000.003,44993,44993,44980,44980
1753371000.004,44980,44980,44967,44967
1753374600,44980,44993,44980,44993
1753378200,44993,45006,44993,45006
1753378200.001,45006,45019,45006,45019
1753381800,45006,45006,44993,44993
1753381800.001,44993,44993,44980,44980
1753381800.002,44980,44980,44967,44967
1753385400,44967,44967,44954,44954
1753385400.001,44954,44954,44941,44941
1753385400.002,44941,44941,44928,44928
1753385400.003,44928,44928,44915,44915
1753453800,44928,44941,44928,44941
1753457400,44941,44954,44941,44954
1753457400.001,44954,44967,44954,44967
1753457400.002,44967,44980,44967,44980
1753461000,44980,44993,44980,44993
1753461000.001,44993,45006,44993,45006
1753461000.002,45006,45019,45006,45019
