Trade #,Type,Date and time,Signal,Price JPY,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
276,Entry short,2024-11-15 00:00:00,Short,197.19,500,98595,1.09,0.17,1.7,0.27,-0.03,0.00,411.64,41.16
277,Exit short,2024-11-15 13:00:00,Trail,194.67,500,98055,4.55,0.73,5.15,0.82,-0.03,0.00,416.19,41.62
277,Entry short,2024-11-15 07:00:00,Short,196.11,500,98055,4.55,0.73,5.15,0.82,-0.03,0.00,416.19,41.62
278,Exit long,2024-11-18 05:00:00,Trail,195.84,500,97785,0.82,0.13,1.43,0.23,-0.03,0.00,417,41.70
278,Entry long,2024-11-18 02:00:00,Long,195.57,500,97785,0.82,0.13,1.43,0.23,-0.03,0.00,417,41.70
279,Exit short,2024-11-19 03:00:00,Trail,194.4,500,97335,0.81,0.13,1.43,0.23,-0.03,0.00,417.82,41.78
279,Entry short,2024-11-19 00:00:00,Short,194.67,500,97335,0.81,0.13,1.43,0.23,-0.03,0.00,417.82,41.78
280,Exit long,2024-11-20 00:00:00,Trail,197.37,500,97560,7.21,1.14,7.82,1.24,-0.03,0.00,425.03,42.50
280,Entry long,2024-11-19 08:00:00,Long,195.12,500,97560,7.21,1.14,7.82,1.24,-0.03,0.00,425.03,42.50
281,Exit short,2024-11-20 12:00:00,Trail,196.56,500,98190,-0.64,-0.10,0,0.00,-0.61,-0.10,424.39,42.44
281,Entry short,2024-11-20 08:00:00,Short,196.38,500,98190,-0.64,-0.10,0,0.00,-0.61,-0.10,424.39,42.44
282,Exit short,2024-11-22 06:00:00,Trail,193.32,500,96750,0.52,0.08,1.14,0.18,-0.03,0.00,424.92,42.49
282,Entry short,2024-11-22 01:00:00,Short,193.5,500,96750,0.52,0.08,1.14,0.18,-0.03,0.00,424.92,42.49
283,Exit long,2024-11-24 17:00:00,Trail,194.04,500,97110,-0.64,-0.10,0,0.00,-0.61,-0.10,424.28,42.43
283,Entry long,2024-11-24 16:00:00,Long,194.22,500,97110,-0.64,-0.10,0,0.00,-0.61,-0.10,424.28,42.43
284,Exit short,2024-11-25 17:00:00,Trail,192.96,500,96525,0.23,0.04,0.85,0.14,-0.03,0.00,424.51,42.45
284,Entry short,2024-11-25 16:00:00,Short,193.05,500,96525,0.23,0.04,0.85,0.14,-0.03,0.00,424.51,42.45
285,Exit short,2024-11-26 13:00:00,Trail,192.33,500,96165,-0.06,-0.01,0.56,0.09,-0.03,0.00,424.45,42.45
285,Entry short,2024-11-26 09:00:00,Short,192.33,500,96165,-0.06,-0.01,0.56,0.09,-0.03,0.00,424.45,42.45
286,Exit long,2024-11-28 05:00:00,Trail,192.15,500,96030,0.24,0.04,0.86,0.14,-0.03,0.00,424.69,42.47
286,Entry long,2024-11-28 00:00:00,Long,192.06,500,96030,0.24,0.04,0.86,0.14,-0.03,0.00,424.69,42.47
287,Exit short,2024-11-28 18:00:00,Trail,190.71,500,95625,1.72,0.27,2.35,0.37,-0.03,0.00,426.42,42.64
287,Entry short,2024-11-28 17:00:00,Short,191.25,500,95625,1.72,0.27,2.35,0.37,-0.03,0.00,426.42,42.64
288,Exit short,2024-12-02 09:00:00,Trail,188.82,500,94905,3.25,0.51,3.88,0.61,-0.03,0.00,429.66,42.97
288,Entry short,2024-12-02 06:00:00,Short,189.81,500,94905,3.25,0.51,3.88,0.61,-0.03,0.00,429.66,42.97
289,Exit long,2024-12-03 01:00:00,Trail,189.99,500,94905,0.54,0.09,1.17,0.19,-0.03,0.00,430.21,43.02
289,Entry long,2024-12-02 19:00:00,Long,189.81,500,94905,0.54,0.09,1.17,0.19,-0.03,0.00,430.21,43.02
290,Exit short,2024-12-03 07:00:00,Trail,188.73,500,94500,0.84,0.13,1.47,0.23,-0.03,0.00,431.05,43.10
290,Entry short,2024-12-03 05:00:00,Short,189,500,94500,0.84,0.13,1.47,0.23,-0.03,0.00,431.05,43.10
291,Exit long,2024-12-03 18:00:00,Trail,189.72,500,94860,-0.06,-0.01,0.57,0.09,-0.03,0.00,430.99,43.10
291,Entry long,2024-12-03 16:00:00,Long,189.72,500,94860,-0.06,-0.01,0.57,0.09,-0.03,0.00,430.99,43.10
292,Exit long,2024-12-05 07:00:00,Trail,191.79,500,95850,0.24,0.04,1.02,0.16,-0.03,0.00,431.23,43.12
292,Entry long,2024-12-05 05:00:00,Long,191.7,500,95850,0.24,0.04,1.02,0.16,-0.03,0.00,431.23,43.12
293,Exit short,2024-12-06 13:00:00,Trail,191.07,500,95490,-0.36,-0.06,0.34,0.05,-0.33,-0.05,430.87,43.09
293,Entry short,2024-12-06 06:00:00,Short,190.98,500,95490,-0.36,-0.06,0.34,0.05,-0.33,-0.05,430.87,43.09
294,Exit long,2024-12-09 11:00:00,Trail,193.05,500,95940,3.84,0.60,4.65,0.73,-0.03,0.00,434.71,43.47
294,Entry long,2024-12-09 00:00:00,Long,191.88,500,95940,3.84,0.60,4.65,0.73,-0.03,0.00,434.71,43.47
295,Exit long,2024-12-10 16:00:00,Trail,193.86,500,96795,0.83,0.13,1.62,0.25,-0.03,0.00,435.54,43.55
295,Entry long,2024-12-10 07:00:00,Long,193.59,500,96795,0.83,0.13,1.62,0.25,-0.03,0.00,435.54,43.55
296,Exit long,2024-12-11 06:00:00,Trail,194.31,500,97155,-0.06,-0.01,0.56,0.09,-0.54,-0.08,435.48,43.55
296,Entry long,2024-12-11 01:00:00,Long,194.31,500,97155,-0.06,-0.01,0.56,0.09,-0.54,-0.08,435.48,43.55
297,Exit short,2024-12-12 16:00:00,Trail,193.5,500,96795,0.24,0.04,0.99,0.16,-0.03,0.00,435.72,43.57
297,Entry short,2024-12-12 07:00:00,Short,193.59,500,96795,0.24,0.04,0.99,0.16,-0.03,0.00,435.72,43.57
298,Exit long,2024-12-13 06:00:00,Trail,194.13,500,97065,-0.06,-0.01,0.56,0.09,-0.03,0.00,435.66,43.57
298,Entry long,2024-12-13 03:00:00,Long,194.13,500,97065,-0.06,-0.01,0.56,0.09,-0.03,0.00,435.66,43.57
299,Exit long,2024-12-16 18:00:00,Trail,195.48,500,97560,1.11,0.18,1.79,0.28,-0.03,0.00,436.77,43.68
299,Entry long,2024-12-16 06:00:00,Long,195.12,500,97560,1.11,0.18,1.79,0.28,-0.03,0.00,436.77,43.68
300,Exit long,2024-12-19 02:00:00,Trail,198.63,500,97785,9.82,1.56,10.43,1.65,-0.03,0.00,446.59,44.66
300,Entry long,2024-12-18 22:00:00,Long,195.57,500,97785,9.82,1.56,10.43,1.65,-0.03,0.00,446.59,44.66
301,Exit short,2024-12-19 07:00:00,Trail,197.82,500,98820,-0.64,-0.10,0,0.00,-0.61,-0.10,445.95,44.59
301,Entry short,2024-12-19 05:00:00,Short,197.64,500,98820,-0.64,-0.10,0,0.00,-0.61,-0.10,445.95,44.59
302,Exit short,2024-12-29 15:00:00,Trail,198.54,500,99225,-0.34,-0.05,0.26,0.04,-0.31,-0.05,445.61,44.56
302,Entry short,2024-12-29 14:00:00,Short,198.45,500,99225,-0.34,-0.05,0.26,0.04,-0.31,-0.05,445.61,44.56
303,Exit short,2024-12-30 09:00:00,Trail,196.92,500,98730,1.65,0.26,2.25,0.36,-0.03,0.00,447.26,44.73
303,Entry short,2024-12-30 06:00:00,Short,197.46,500,98730,1.65,0.26,2.25,0.36,-0.03,0.00,447.26,44.73
304,Exit short,2025-01-02 08:00:00,Trail,194.67,500,98100,4.8,0.77,5.4,0.87,-0.03,0.00,452.06,45.21
304,Entry short,2025-01-01 23:00:00,Short,196.2,500,98100,4.8,0.77,5.4,0.87,-0.03,0.00,452.06,45.21
305,Exit long,2025-01-06 04:00:00,Trail,197.01,500,97965,3.37,0.54,3.97,0.64,-0.03,0.00,455.43,45.54
305,Entry long,2025-01-05 17:00:00,Long,195.93,500,97965,3.37,0.54,3.97,0.64,-0.03,0.00,455.43,45.54
306,Exit long,2025-01-06 21:00:00,Trail,198,500,98775,1.37,0.22,1.98,0.32,-0.03,0.00,456.8,45.68
306,Entry long,2025-01-06 16:00:00,Long,197.55,500,98775,1.37,0.22,1.98,0.32,-0.03,0.00,456.8,45.68
307,Exit short,2025-01-08 07:00:00,Trail,195.39,500,98145,2.79,0.45,3.39,0.55,-0.03,0.00,459.59,45.96
307,Entry short,2025-01-08 03:00:00,Short,196.29,500,98145,2.79,0.45,3.39,0.55,-0.03,0.00,459.59,45.96
308,Exit short,2025-01-09 00:00:00,Trail,194.13,500,97290,1.36,0.22,1.96,0.32,-0.03,0.00,460.96,46.10
308,Entry short,2025-01-08 22:00:00,Short,194.58,500,97290,1.36,0.22,1.96,0.32,-0.03,0.00,460.96,46.10
309,Exit short,2025-01-10 10:00:00,Trail,192.78,500,96705,1.93,0.32,2.53,0.41,-0.03,0.00,462.89,46.29
309,Entry short,2025-01-10 07:00:00,Short,193.41,500,96705,1.93,0.32,2.53,0.41,-0.03,0.00,462.89,46.29
310,Exit long,2025-01-14 03:00:00,Trail,192.33,500,95805,2.23,0.37,2.83,0.47,-0.03,0.00,465.12,46.51
310,Entry long,2025-01-13 10:00:00,Long,191.61,500,95805,2.23,0.37,2.83,0.47,-0.03,0.00,465.12,46.51
311,Exit long,2025-01-14 16:00:00,Trail,192.78,500,96435,-0.34,-0.06,0.38,0.06,-0.31,-0.05,464.78,46.48
311,Entry long,2025-01-14 13:00:00,Long,192.87,500,96435,-0.34,-0.06,0.38,0.06,-0.31,-0.05,464.78,46.48
312,Exit short,2025-01-15 03:00:00,Trail,191.88,500,95895,-0.34,-0.06,0.26,0.04,-0.31,-0.05,464.44,46.44
312,Entry short,2025-01-15 00:00:00,Short,191.79,500,95895,-0.34,-0.06,0.26,0.04,-0.31,-0.05,464.44,46.44
313,Exit short,2025-01-15 19:00:00,Trail,190.44,500,95670,2.82,0.46,3.42,0.56,-0.03,0.00,467.26,46.73
313,Entry short,2025-01-15 15:00:00,Short,191.34,500,95670,2.82,0.46,3.42,0.56,-0.03,0.00,467.26,46.73
314,Exit long,2025-01-20 15:00:00,Trail,191.79,500,95760,0.81,0.13,1.41,0.23,-0.47,-0.08,468.07,46.81
314,Entry long,2025-01-20 05:00:00,Long,191.52,500,95760,0.81,0.13,1.41,0.23,-0.47,-0.08,468.07,46.81
315,Exit short,2025-01-20 23:00:00,Trail,190.89,500,95400,-0.35,-0.06,0.39,0.06,-0.32,-0.05,467.72,46.77
315,Entry short,2025-01-20 18:00:00,Short,190.8,500,95400,-0.35,-0.06,0.39,0.06,-0.32,-0.05,467.72,46.77
316,Exit long,2025-01-21 16:00:00,Trail,191.97,500,95940,0.23,0.04,0.84,0.14,-0.03,0.00,467.95,46.80
316,Entry long,2025-01-21 12:00:00,Long,191.88,500,95940,0.23,0.04,0.84,0.14,-0.03,0.00,467.95,46.80
317,Exit long,2025-01-26 14:00:00,Trail,194.49,500,96795,2.83,0.46,3.43,0.55,-0.03,0.00,470.78,47.08
317,Entry long,2025-01-24 02:00:00,Long,193.59,500,96795,2.83,0.46,3.43,0.55,-0.03,0.00,470.78,47.08
318,Exit short,2025-01-27 04:00:00,Trail,192.6,500,96525,1.38,0.22,2.03,0.33,-0.03,0.00,472.17,47.22
318,Entry short,2025-01-27 01:00:00,Short,193.05,500,96525,1.38,0.22,2.03,0.33,-0.03,0.00,472.17,47.22
319,Exit long,2025-01-28 00:00:00,Trail,193.68,500,96795,0.23,0.04,0.84,0.13,-0.03,0.00,472.4,47.24
319,Entry long,2025-01-27 17:00:00,Long,193.59,500,96795,0.23,0.04,0.84,0.13,-0.03,0.00,472.4,47.24
320,Exit long,2025-01-30 02:00:00,Trail,192.15,500,96165,-0.64,-0.10,0.23,0.04,-0.61,-0.10,471.76,47.18
320,Entry long,2025-01-29 23:00:00,Long,192.33,500,96165,-0.64,-0.10,0.23,0.04,-0.61,-0.10,471.76,47.18
321,Exit short,2025-02-02 16:00:00,Trail,190.98,500,95805,1.97,0.32,2.58,0.42,-0.03,0.00,473.74,47.37
321,Entry short,2025-02-02 14:00:00,Short,191.61,500,95805,1.97,0.32,2.58,0.42,-0.03,0.00,473.74,47.37
322,Exit long,2025-02-03 08:00:00,Trail,191.79,500,95850,0.23,0.04,0.84,0.14,-0.03,0.00,473.97,47.40
322,Entry long,2025-02-03 07:00:00,Long,191.7,500,95850,0.23,0.04,0.84,0.14,-0.03,0.00,473.97,47.40
323,Exit short,2025-02-04 23:00:00,Trail,191.34,500,95940,1.69,0.27,2.4,0.39,-0.03,0.00,475.66,47.57
323,Entry short,2025-02-04 17:00:00,Short,191.88,500,95940,1.69,0.27,2.4,0.39,-0.03,0.00,475.66,47.57
324,Exit short,2025-02-05 11:00:00,Trail,190.71,500,95265,-0.64,-0.10,0.06,0.01,-0.61,-0.10,475.02,47.50
324,Entry short,2025-02-05 07:00:00,Short,190.53,500,95265,-0.64,-0.10,0.06,0.01,-0.61,-0.10,475.02,47.50
325,Exit short,2025-02-06 08:00:00,Trail,188.55,500,94905,4.07,0.65,4.87,0.78,-0.03,0.00,479.09,47.91
325,Entry short,2025-02-06 01:00:00,Short,189.81,500,94905,4.07,0.65,4.87,0.78,-0.03,0.00,479.09,47.91
326,Exit long,2025-02-07 04:00:00,Trail,189.27,500,94545,0.54,0.09,1.16,0.19,-0.03,0.00,479.63,47.96
326,Entry long,2025-02-07 00:00:00,Long,189.09,500,94545,0.54,0.09,1.16,0.19,-0.03,0.00,479.63,47.96
327,Exit short,2025-02-07 09:00:00,Trail,187.74,500,94140,1.73,0.28,2.35,0.38,-0.03,0.00,481.35,48.14
327,Entry short,2025-02-07 07:00:00,Short,188.28,500,94140,1.73,0.28,2.35,0.38,-0.03,0.00,481.35,48.14
328,Exit long,2025-02-10 03:00:00,Trail,188.73,500,94455,-0.65,-0.10,0,0.00,-0.62,-0.10,480.7,48.07
328,Entry long,2025-02-10 00:00:00,Long,188.91,500,94455,-0.65,-0.10,0,0.00,-0.62,-0.10,480.7,48.07
329,Exit short,2025-02-10 09:00:00,Trail,187.92,500,93870,-0.65,-0.11,0,0.00,-0.62,-0.10,480.05,48.00
329,Entry short,2025-02-10 06:00:00,Short,187.74,500,93870,-0.65,-0.11,0,0.00,-0.62,-0.10,480.05,48.00
330,Exit long,2025-02-12 00:00:00,Trail,191.25,500,94365,8.2,1.33,8.82,1.43,-0.03,0.00,488.25,48.83
330,Entry long,2025-02-11 05:00:00,Long,188.73,500,94365,8.2,1.33,8.82,1.43,-0.03,0.00,488.25,48.83
331,Exit short,2025-02-13 07:00:00,Trail,191.7,500,95895,0.23,0.04,0.85,0.14,-0.03,0.00,488.49,48.85
331,Entry short,2025-02-13 05:00:00,Short,191.79,500,95895,0.23,0.04,0.85,0.14,-0.03,0.00,488.49,48.85
332,Exit short,2025-02-16 22:00:00,Trail,190.98,500,95535,0.24,0.04,0.86,0.14,-0.03,0.00,488.72,48.87
332,Entry short,2025-02-16 18:00:00,Short,191.07,500,95535,0.24,0.04,0.86,0.14,-0.03,0.00,488.72,48.87
333,Exit short,2025-02-20 00:00:00,Trail,189.18,500,95445,5.59,0.89,6.21,0.99,-0.03,0.00,494.31,49.43
333,Entry short,2025-02-19 06:00:00,Short,190.89,500,95445,5.59,0.89,6.21,0.99,-0.03,0.00,494.31,49.43
334,Exit long,2025-02-20 20:00:00,Trail,190.44,500,95040,1.14,0.18,1.77,0.28,-0.03,0.00,495.45,49.55
334,Entry long,2025-02-20 17:00:00,Long,190.08,500,95040,1.14,0.18,1.77,0.28,-0.03,0.00,495.45,49.55
335,Exit short,2025-02-21 13:00:00,Trail,188.55,500,94770,3.25,0.51,3.89,0.61,-0.03,0.00,498.7,49.87
335,Entry short,2025-02-21 07:00:00,Short,189.54,500,94770,3.25,0.51,3.89,0.61,-0.03,0.00,498.7,49.87
336,Exit long,2025-02-25 05:00:00,Trail,189.36,500,94770,-0.66,-0.10,0,0.00,-0.63,-0.10,498.04,49.80
336,Entry long,2025-02-25 03:00:00,Long,189.54,500,94770,-0.66,-0.10,0,0.00,-0.63,-0.10,498.04,49.80
337,Exit long,2025-02-27 04:00:00,Trail,189.81,500,94950,-0.36,-0.06,0.27,0.04,-0.33,-0.05,497.68,49.77
337,Entry long,2025-02-27 01:00:00,Long,189.9,500,94950,-0.36,-0.06,0.27,0.04,-0.33,-0.05,497.68,49.77
338,Exit short,2025-02-27 21:00:00,Trail,188.28,500,94185,0.24,0.04,0.87,0.14,-0.03,0.00,497.93,49.79
338,Entry short,2025-02-27 16:00:00,Short,188.37,500,94185,0.24,0.04,0.87,0.14,-0.03,0.00,497.93,49.79
339,Exit long,2025-02-28 01:00:00,Trail,189.45,500,94635,0.54,0.09,1.17,0.19,-0.03,0.00,498.47,49.85
339,Entry long,2025-02-27 23:00:00,Long,189.27,500,94635,0.54,0.09,1.17,0.19,-0.03,0.00,498.47,49.85
340,Exit long,2025-03-03 05:00:00,Trail,191.7,500,95130,4.72,0.75,5.35,0.85,-0.03,0.00,503.19,50.32
340,Entry long,2025-03-03 02:00:00,Long,190.26,500,95130,4.72,0.75,5.35,0.85,-0.03,0.00,503.19,50.32
341,Exit short,2025-03-03 14:00:00,Trail,189.99,500,95355,2.35,0.37,2.96,0.47,-0.03,0.00,505.54,50.55
341,Entry short,2025-03-03 11:00:00,Short,190.71,500,95355,2.35,0.37,2.96,0.47,-0.03,0.00,505.54,50.55
342,Exit short,2025-03-04 08:00:00,Trail,188.82,500,94320,-0.66,-0.10,0,0.00,-0.63,-0.10,504.88,50.49
342,Entry short,2025-03-04 05:00:00,Short,188.64,500,94320,-0.66,-0.10,0,0.00,-0.63,-0.10,504.88,50.49
343,Exit long,2025-03-04 12:00:00,Trail,190.71,500,94905,2.95,0.46,3.58,0.56,-0.03,0.00,507.83,50.78
343,Entry long,2025-03-04 10:00:00,Long,189.81,500,94905,2.95,0.46,3.58,0.56,-0.03,0.00,507.83,50.78
344,Exit long,2025-03-05 21:00:00,Trail,192.24,500,96120,-0.06,-0.01,0.75,0.12,-0.03,0.00,507.77,50.78
344,Entry long,2025-03-05 16:00:00,Long,192.24,500,96120,-0.06,-0.01,0.75,0.12,-0.03,0.00,507.77,50.78
345,Exit short,2025-03-06 06:00:00,Trail,190.35,500,95625,2.96,0.46,3.6,0.56,-0.03,0.00,510.73,51.07
345,Entry short,2025-03-06 00:00:00,Short,191.25,500,95625,2.96,0.46,3.6,0.56,-0.03,0.00,510.73,51.07
346,Exit long,2025-03-09 14:00:00,Trail,191.07,500,95625,-0.67,-0.10,0.16,0.02,-0.64,-0.10,510.06,51.01
346,Entry long,2025-03-07 11:00:00,Long,191.25,500,95625,-0.67,-0.10,0.16,0.02,-0.64,-0.10,510.06,51.01
347,Exit short,2025-03-10 02:00:00,Trail,189.81,500,95040,0.85,0.13,1.49,0.23,-0.03,0.00,510.92,51.09
347,Entry short,2025-03-10 01:00:00,Short,190.08,500,95040,0.85,0.13,1.49,0.23,-0.03,0.00,510.92,51.09
348,Exit long,2025-03-11 07:00:00,Trail,191.07,500,95175,2.39,0.37,3.03,0.47,-0.03,0.00,513.3,51.33
348,Entry long,2025-03-11 01:00:00,Long,190.35,500,95175,2.39,0.37,3.03,0.47,-0.03,0.00,513.3,51.33
349,Exit long,2025-03-12 06:00:00,Trail,192.78,500,95985,2.68,0.41,3.32,0.51,-0.03,0.00,515.98,51.60
349,Entry long,2025-03-12 00:00:00,Long,191.97,500,95985,2.68,0.41,3.32,0.51,-0.03,0.00,515.98,51.60
350,Exit long,2025-03-14 07:00:00,Trail,192.33,500,96120,0.24,0.04,1.17,0.18,-0.03,0.00,516.23,51.62
350,Entry long,2025-03-13 22:00:00,Long,192.24,500,96120,0.24,0.04,1.17,0.18,-0.03,0.00,516.23,51.62
351,Exit long,2025-03-17 07:00:00,Trail,192.96,500,96570,-0.67,-0.10,0,0.00,-0.64,-0.10,515.56,51.56
351,Entry long,2025-03-17 06:00:00,Long,193.14,500,96570,-0.67,-0.10,0,0.00,-0.64,-0.10,515.56,51.56
352,Exit short,2025-03-19 19:00:00,Trail,193.05,500,96705,1.15,0.18,1.78,0.27,-0.42,-0.06,516.71,51.67
352,Entry short,2025-03-19 13:00:00,Short,193.41,500,96705,1.15,0.18,1.78,0.27,-0.42,-0.06,516.71,51.67
353,Exit short,2025-03-21 09:00:00,Trail,192.33,500,96165,-0.06,-0.01,0.57,0.09,-0.03,0.00,516.65,51.67
353,Entry short,2025-03-21 08:00:00,Short,192.33,500,96165,-0.06,-0.01,0.57,0.09,-0.03,0.00,516.65,51.67
354,Exit long,2025-03-24 09:00:00,Trail,194.4,500,96660,3.56,0.55,4.19,0.65,-0.03,0.00,520.21,52.02
354,Entry long,2025-03-23 16:00:00,Long,193.32,500,96660,3.56,0.55,4.19,0.65,-0.03,0.00,520.21,52.02
355,Exit long,2025-03-27 16:00:00,Trail,195.48,500,97335,2.62,0.41,3.35,0.52,-0.03,0.00,522.83,52.28
355,Entry long,2025-03-27 02:00:00,Long,194.67,500,97335,2.62,0.41,3.35,0.52,-0.03,0.00,522.83,52.28
356,Exit short,2025-03-30 16:00:00,Trail,193.5,500,97245,3.24,0.50,3.87,0.60,-0.03,0.00,526.07,52.61
356,Entry short,2025-03-28 07:00:00,Short,194.49,500,97245,3.24,0.50,3.87,0.60,-0.03,0.00,526.07,52.61
357,Exit short,2025-04-01 05:00:00,Trail,192.51,500,96300,0.24,0.04,0.87,0.14,-0.03,0.00,526.31,52.63
357,Entry short,2025-04-01 04:00:00,Short,192.6,500,96300,0.24,0.04,0.87,0.14,-0.03,0.00,526.31,52.63
358,Exit long,2025-04-01 17:00:00,Trail,193.5,500,96705,0.24,0.04,0.87,0.13,-0.03,0.00,526.55,52.66
358,Entry long,2025-04-01 15:00:00,Long,193.41,500,96705,0.24,0.04,0.87,0.13,-0.03,0.00,526.55,52.66
359,Exit long,2025-04-02 13:00:00,Trail,194.58,500,97155,0.84,0.13,1.5,0.23,-0.03,0.00,527.39,52.74
359,Entry long,2025-04-02 08:00:00,Long,194.31,500,97155,0.84,0.13,1.5,0.23,-0.03,0.00,527.39,52.74
360,Exit short,2025-04-02 21:00:00,Trail,192.69,500,96795,2.96,0.46,3.6,0.55,-0.03,0.00,530.36,53.04
360,Entry short,2025-04-02 14:00:00,Short,193.59,500,96795,2.96,0.46,3.6,0.55,-0.03,0.00,530.36,53.04
361,Exit short,2025-04-03 11:00:00,Trail,191.61,500,96120,2.06,0.32,2.69,0.42,-0.03,0.00,532.41,53.24
361,Entry short,2025-04-03 05:00:00,Short,192.24,500,96120,2.06,0.32,2.69,0.42,-0.03,0.00,532.41,53.24
362,Exit short,2025-04-04 04:00:00,Trail,188.91,500,94905,3.02,0.46,3.67,0.56,-0.03,0.00,535.44,53.54
362,Entry short,2025-04-04 03:00:00,Short,189.81,500,94905,3.02,0.46,3.67,0.56,-0.03,0.00,535.44,53.54
363,Exit long,2025-04-04 11:00:00,Trail,189.81,500,94770,0.86,0.13,1.51,0.23,-0.03,0.00,536.3,53.63
363,Entry long,2025-04-04 10:00:00,Long,189.54,500,94770,0.86,0.13,1.51,0.23,-0.03,0.00,536.3,53.63
364,Exit short,2025-04-06 16:00:00,Trail,187.2,500,94140,3.61,0.56,4.43,0.69,-0.03,0.00,539.91,53.99
364,Entry short,2025-04-06 14:00:00,Short,188.28,500,94140,3.61,0.56,4.43,0.69,-0.03,0.00,539.91,53.99
365,Exit long,2025-04-06 21:00:00,Trail,188.37,500,94095,0.55,0.09,1.19,0.19,-0.03,0.00,540.46,54.05
365,Entry long,2025-04-06 17:00:00,Long,188.19,500,94095,0.55,0.09,1.19,0.19,-0.03,0.00,540.46,54.05
366,Exit long,2025-04-07 06:00:00,Trail,188.46,500,94320,-0.67,-0.10,0,0.00,-0.64,-0.10,539.79,53.98
366,Entry long,2025-04-07 05:00:00,Long,188.64,500,94320,-0.67,-0.10,0,0.00,-0.64,-0.10,539.79,53.98
367,Exit short,2025-04-08 04:00:00,Trail,187.56,500,93870,0.55,0.09,1.19,0.19,-0.03,0.00,540.34,54.03
367,Entry short,2025-04-08 02:00:00,Short,187.74,500,93870,0.55,0.09,1.19,0.19,-0.03,0.00,540.34,54.03
368,Exit short,2025-04-08 10:00:00,Trail,187.38,500,93600,-0.67,-0.11,0,0.00,-0.64,-0.10,539.68,53.97
368,Entry short,2025-04-08 09:00:00,Short,187.2,500,93600,-0.67,-0.11,0,0.00,-0.64,-0.10,539.68,53.97
369,Exit short,2025-04-09 06:00:00,Trail,185.04,500,92610,0.56,0.09,1.45,0.23,-0.03,0.00,540.23,54.02
369,Entry short,2025-04-09 04:00:00,Short,185.22,500,92610,0.56,0.09,1.45,0.23,-0.03,0.00,540.23,54.02
370,Exit long,2025-04-09 14:00:00,Trail,189.27,500,92925,11.62,1.83,12.27,1.93,-0.03,0.00,551.86,55.19
370,Entry long,2025-04-09 10:00:00,Long,185.85,500,92925,11.62,1.83,12.27,1.93,-0.03,0.00,551.86,55.19
371,Exit short,2025-04-10 04:00:00,Trail,188.19,500,94005,-0.67,-0.10,0,0.00,-0.64,-0.10,551.19,55.12
371,Entry short,2025-04-10 03:00:00,Short,188.01,500,94005,-0.67,-0.10,0,0.00,-0.64,-0.10,551.19,55.12
372,Exit short,2025-04-10 22:00:00,Trail,186.3,500,93330,1.19,0.18,1.84,0.28,-0.03,0.00,552.37,55.24
372,Entry short,2025-04-10 20:00:00,Short,186.66,500,93330,1.19,0.18,1.84,0.28,-0.03,0.00,552.37,55.24
373,Exit long,2025-04-11 00:00:00,Trail,187.11,500,93645,-0.68,-0.11,0,0.00,-0.65,-0.10,551.69,55.17
373,Entry long,2025-04-10 23:00:00,Long,187.29,500,93645,-0.68,-0.11,0,0.00,-0.65,-0.10,551.69,55.17
374,Exit long,2025-04-11 11:00:00,Trail,187.83,500,93915,-0.06,-0.01,0.59,0.09,-0.03,0.00,551.63,55.16
374,Entry long,2025-04-11 10:00:00,Long,187.83,500,93915,-0.06,-0.01,0.59,0.09,-0.03,0.00,551.63,55.16
375,Exit long,2025-04-14 08:00:00,Trail,188.73,500,94095,1.82,0.28,2.65,0.40,-0.03,0.00,553.45,55.35
375,Entry long,2025-04-14 00:00:00,Long,188.19,500,94095,1.82,0.28,2.65,0.40,-0.03,0.00,553.45,55.35
376,Exit short,2025-04-16 17:00:00,Trail,187.92,500,94140,1.21,0.18,1.94,0.29,-0.03,0.00,554.66,55.47
376,Entry short,2025-04-16 10:00:00,Short,188.28,500,94140,1.21,0.18,1.94,0.29,-0.03,0.00,554.66,55.47
377,Exit long,2025-04-17 01:00:00,Trail,189,500,94455,0.26,0.04,0.92,0.14,-0.03,0.00,554.91,55.49
377,Entry long,2025-04-17 00:00:00,Long,188.91,500,94455,0.26,0.04,0.92,0.14,-0.03,0.00,554.91,55.49
378,Exit long,2025-04-22 17:00:00,Trail,189.36,500,94410,1.83,0.28,2.49,0.38,-0.03,0.00,556.75,55.67
378,Entry long,2025-04-22 14:00:00,Long,188.82,500,94410,1.83,0.28,2.49,0.38,-0.03,0.00,556.75,55.67
379,Exit long,2025-04-23 14:00:00,Trail,190.08,500,95130,-0.69,-0.10,0,0.00,-0.66,-0.10,556.05,55.61
379,Entry long,2025-04-23 11:00:00,Long,190.26,500,95130,-0.69,-0.10,0,0.00,-0.66,-0.10,556.05,55.61
380,Exit long,2025-04-25 00:00:00,Trail,190.8,500,95310,0.57,0.09,1.23,0.18,-0.03,0.00,556.62,55.66
380,Entry long,2025-04-24 20:00:00,Long,190.62,500,95310,0.57,0.09,1.23,0.18,-0.03,0.00,556.62,55.66
381,Exit long,2025-05-01 13:00:00,Trail,193.23,500,95670,6.54,0.98,7.2,1.08,-0.03,0.00,563.17,56.32
